user_id,signup_date,gender,age,region
U100661,2025-04-25,Female,38,Ashanti
U100662,2024-10-18,Male,39,Ashanti
U100663,2025-03-23,Male,45,Greater Accra
U100664,2024-08-20,Female,26,Western
U100665,2024-09-09,Female,43,Eastern
U100666,2025-03-07,Female,26,Ashanti
U100667,2025-05-08,Male,32,Greater Accra
U100668,2025-03-30,Male,27,Western
U100669,2025-02-19,Male,41,Western
U100670,2024-09-01,Male,59,Greater Accra
U100671,2025-02-01,Male,25,Greater Accra
U100672,2025-05-06,Male,41,Eastern
U100673,2025-04-22,Male,33,Greater Accra
U100674,2025-03-20,Female,43,Eastern
U100675,2025-05-31,Female,44,Eastern
U100676,2025-04-29,Male,54,Volta
U100677,2024-11-17,Male,21,Western
U100678,2025-01-10,Male,41,Western
U100679,2025-03-22,Female,36,Western
U100680,2025-06-23,Male,53,Volta
U100681,2024-11-28,Female,56,Eastern
U100682,2024-11-06,Female,27,Eastern
U100683,2025-02-18,Female,42,Greater Accra
U100684,2025-03-09,Female,35,Volta
U100685,2025-03-28,Female,36,Greater Accra
U100686,2024-12-13,Male,53,Volta
U100687,2024-09-17,Male,27,Greater Accra
U100688,2025-03-24,Female,50,Ashanti
U100689,2025-03-04,Male,22,Western
U100690,2025-02-06,Female,52,Western
U100691,2025-02-15,Female,51,Eastern
U100692,2025-05-08,Male,50,Ashanti
U100693,2025-03-31,Male,38,Western
U100694,2025-02-07,Male,34,Eastern
U100695,2025-02-05,Male,39,Ashanti
U100696,2025-06-07,Male,54,Western
U100697,2024-10-06,Female,32,Greater Accra
U100698,2025-03-22,Male,52,Volta
U100699,2024-10-27,Male,45,Ashanti
U100700,2025-04-30,Male,24,Eastern
U100701,2024-11-18,Female,49,Ashanti
U100702,2024-10-12,Male,28,Eastern
U100703,2024-07-29,Female,27,Ashanti
U100704,2024-09-12,Male,26,Eastern
U100705,2024-08-07,Male,31,Western
U100706,2025-01-25,Female,30,Greater Accra
U100707,2025-03-28,Male,42,Western
U100708,2025-06-03,Male,19,Greater Accra
U100709,2024-09-12,Female,52,Western
U100710,2025-05-11,Male,24,Western
U100711,2025-06-23,Female,38,Ashanti
U100712,2024-10-17,Female,35,Volta
U100713,2025-06-04,Female,20,Eastern
U100714,2025-03-24,Female,59,Eastern
U100715,2025-01-06,Female,56,Eastern
U100716,2025-01-05,Male,58,Greater Accra
U100717,2024-08-15,Male,28,Eastern
U100718,2024-12-05,Male,56,Eastern
U100719,2024-12-11,Female,41,Ashanti
U100720,2025-03-03,Female,36,Western
U100721,2025-06-07,Female,21,Eastern
U100722,2025-04-02,Female,43,Volta
U100723,2024-10-19,Male,55,Eastern
U100724,2024-08-02,Male,59,Greater Accra
U100725,2025-04-03,Female,49,Greater Accra
U100726,2024-10-15,Female,56,Greater Accra
U100727,2025-04-22,Male,53,Eastern
U100728,2024-11-15,Female,57,Ashanti
U100729,2024-11-04,Female,54,Volta
U100730,2025-05-31,Female,50,Eastern
U100731,2024-08-24,Male,53,Ashanti
U100732,2024-11-25,Male,20,Ashanti
U100733,2024-11-22,Female,26,Eastern
U100734,2025-02-10,Male,25,Eastern
U100735,2025-02-27,Female,50,Ashanti
U100736,2024-12-01,Female,23,Ashanti
U100737,2025-05-22,Male,58,Ashanti
U100738,2024-07-31,Female,56,Eastern
U100739,2024-09-11,Female,21,Ashanti
U100740,2025-04-21,Male,30,Greater Accra
U100741,2024-12-05,Female,19,Eastern
U100742,2024-12-08,Female,22,Greater Accra
U100743,2024-12-29,Female,44,Western
U100744,2025-05-06,Male,49,Eastern
U100745,2025-03-06,Female,38,Western
U100746,2025-03-25,Male,25,Ashanti
U100747,2024-08-09,Female,55,Ashanti
U100748,2025-06-17,Female,25,Volta
U100749,2024-10-05,Female,20,Ashanti
U100750,2024-10-12,Female,20,Western
U100751,2024-12-04,Male,39,Ashanti
U100752,2025-06-17,Male,23,Eastern
U100753,2024-12-07,Female,19,Ashanti
U100754,2025-04-16,Female,40,Volta
U100755,2025-01-31,Female,19,Ashanti
U100756,2025-01-29,Female,55,Western
U100757,2025-06-03,Female,34,Western
U100758,2024-08-11,Female,52,Ashanti
U100759,2025-04-05,Female,51,Western
U100760,2024-09-19,Female,40,Western
U100761,2025-01-31,Male,47,Volta
U100762,2024-09-27,Male,25,Eastern
U100763,2025-03-29,Male,39,Volta
U100764,2025-01-23,Female,53,Greater Accra
U100765,2025-02-22,Female,22,Volta
U100766,2024-12-06,Female,30,Ashanti
U100767,2025-01-24,Male,46,Eastern
U100768,2025-05-29,Female,48,Ashanti
U100769,2025-06-10,Male,33,Greater Accra
U100770,2025-01-05,Female,59,Eastern
U100771,2025-05-13,Male,47,Western
U100772,2024-08-19,Male,33,Volta
U100773,2025-06-18,Male,29,Ashanti
U100774,2025-02-16,Female,34,Greater Accra
U100775,2024-11-22,Male,33,Western
U100776,2025-03-05,Female,29,Volta
U100777,2025-05-06,Female,25,Western
U100778,2025-04-18,Female,37,Volta
U100779,2024-11-28,Female,20,Eastern
U100780,2025-03-01,Female,33,Western
U100781,2025-02-22,Male,47,Western
U100782,2024-08-05,Female,40,Western
U100783,2024-10-17,Female,45,Eastern
U100784,2025-03-10,Female,57,Greater Accra
U100785,2025-04-21,Female,22,Volta
U100786,2024-12-04,Female,37,Western
U100787,2025-06-04,Male,57,Eastern
U100788,2025-06-03,Male,18,Greater Accra
U100789,2024-12-13,Female,47,Volta
U100790,2024-08-23,Male,38,Eastern
U100791,2024-09-24,Male,37,Volta
U100792,2024-11-14,Female,23,Western
U100793,2025-06-20,Male,39,Greater Accra
U100794,2024-08-10,Female,35,Eastern
U100795,2024-12-07,Male,25,Greater Accra
U100796,2024-12-21,Male,56,Western
U100797,2025-03-29,Male,49,Greater Accra
U100798,2025-02-21,Female,50,Greater Accra
U100799,2025-06-21,Male,33,Ashanti
U100800,2024-10-01,Male,29,Greater Accra
U100801,2025-03-07,Female,55,Volta
U100802,2025-03-21,Female,51,Eastern
U100803,2024-12-27,Male,31,Ashanti
U100804,2024-10-09,Female,53,Eastern
U100805,2025-03-17,Male,50,Eastern
U100806,2024-09-12,Male,40,Western
U100807,2025-05-28,Female,19,Western
U100808,2025-05-16,Female,58,Ashanti
U100809,2024-11-25,Female,38,Western
U100810,2025-04-28,Male,19,Western
U100811,2025-06-27,Female,44,Western
U100812,2024-11-28,Male,26,Eastern
U100813,2025-04-30,Female,18,Ashanti
U100814,2024-08-10,Male,28,Eastern
U100815,2024-11-11,Female,20,Volta
U100816,2025-01-05,Male,40,Eastern
U100817,2024-08-31,Female,43,Volta
U100818,2025-02-07,Male,21,Greater Accra
U100819,2024-10-29,Female,35,Greater Accra
U100820,2024-12-20,Female,23,Volta
U100821,2025-01-20,Male,52,Volta
U100822,2025-06-16,Female,39,Eastern
U100823,2024-11-23,Male,32,Volta
U100824,2024-10-20,Male,39,Ashanti
U100825,2025-02-17,Female,54,Greater Accra
U100826,2024-11-23,Male,59,Greater Accra
U100827,2024-10-04,Female,29,Volta
U100828,2024-09-10,Female,59,Western
U100829,2024-12-21,Male,55,Western
U100830,2025-05-29,Female,35,Volta
U100831,2024-08-12,Male,52,Ashanti
U100832,2025-05-27,Male,47,Western
U100833,2024-10-15,Female,41,Volta
U100834,2024-09-02,Female,59,Ashanti
U100835,2025-01-17,Male,47,Ashanti
U100836,2025-02-10,Male,31,Eastern
U100837,2024-08-07,Female,23,Ashanti
U100838,2025-06-04,Female,20,Western
U100839,2025-02-01,Female,33,Western
U100840,2025-02-08,Female,24,Volta
U100841,2024-09-26,Male,31,Volta
U100842,2024-10-10,Female,26,Ashanti
U100843,2024-12-08,Male,32,Greater Accra
U100844,2025-02-01,Male,38,Eastern
U100845,2025-05-09,Female,52,Greater Accra
U100846,2025-02-17,Male,19,Ashanti
U100847,2024-11-26,Female,44,Ashanti
U100848,2025-05-26,Male,19,Greater Accra
U100849,2024-12-03,Female,52,Eastern
U100850,2024-09-22,Male,35,Greater Accra
U100851,2025-05-23,Male,31,Volta
U100852,2024-09-05,Female,37,Western
U100853,2025-06-13,Female,35,Volta
U100854,2025-02-14,Male,27,Western
U100855,2025-04-17,Male,42,Ashanti
U100856,2024-09-18,Female,19,Eastern
U100857,2024-10-16,Male,42,Greater Accra
U100858,2025-05-06,Female,50,Eastern
U100859,2024-08-12,Male,53,Greater Accra
U100860,2025-01-23,Female,48,Volta
U100861,2024-12-26,Male,31,Volta
U100862,2025-05-02,Female,18,Greater Accra
U100863,2025-02-16,Female,33,Eastern
U100864,2024-09-11,Male,20,Greater Accra
U100865,2024-07-30,Female,52,Ashanti
U100866,2024-11-26,Male,58,Volta
U100867,2024-08-15,Female,23,Ashanti
U100868,2025-04-21,Female,42,Volta
U100869,2025-06-23,Female,30,Volta
U100870,2025-03-16,Male,51,Western
U100871,2024-08-31,Female,25,Ashanti
U100872,2024-12-05,Male,38,Ashanti
U100873,2025-01-26,Female,51,Western
U100874,2024-08-15,Male,21,Eastern
U100875,2024-09-07,Male,42,Ashanti
U100876,2025-02-16,Male,32,Greater Accra
U100877,2025-05-22,Female,21,Western
U100878,2025-04-10,Male,29,Ashanti
U100879,2025-05-14,Female,49,Eastern
U100880,2024-11-27,Male,49,Ashanti
U100881,2024-08-06,Male,45,Volta
U100882,2025-03-10,Male,30,Greater Accra
U100883,2025-05-19,Male,48,Western
U100884,2024-11-27,Female,31,Volta
U100885,2025-04-03,Male,37,Eastern
U100886,2024-10-18,Male,35,Volta
U100887,2024-11-30,Female,46,Volta
U100888,2024-10-14,Male,23,Eastern
U100889,2024-10-11,Male,49,Volta
U100890,2024-11-17,Male,46,Western
U100891,2024-11-13,Male,19,Ashanti
U100892,2025-02-20,Female,40,Volta
U100893,2024-11-29,Female,36,Western
U100894,2025-05-25,Male,48,Ashanti
U100895,2025-01-16,Female,22,Ashanti
U100896,2025-04-15,Female,36,Volta
U100897,2024-09-12,Male,51,Western
U100898,2024-11-11,Female,27,Volta
U100899,2024-09-24,Male,42,Eastern
U100900,2024-09-28,Female,19,Ashanti
U100901,2024-11-12,Female,28,Volta
U100902,2024-09-11,Female,48,Ashanti
U100903,2024-08-03,Male,32,Western
U100904,2025-03-27,Female,26,Greater Accra
U100905,2025-03-03,Male,40,Volta
U100906,2025-02-13,Male,36,Volta
U100907,2024-09-06,Female,26,Ashanti
U100908,2024-10-17,Male,52,Western
U100909,2025-02-24,Female,38,Eastern
U100910,2024-12-12,Male,26,Western
U100911,2025-02-27,Male,45,Volta
U100912,2024-11-29,Female,24,Eastern
U100913,2024-11-11,Female,33,Western
U100914,2024-09-21,Female,33,Greater Accra
U100915,2025-04-28,Female,50,Ashanti
U100916,2025-06-06,Male,21,Western
U100917,2024-11-16,Male,21,Western
U100918,2025-03-08,Male,56,Greater Accra
U100919,2024-11-01,Female,57,Volta
U100920,2024-10-03,Male,34,Ashanti
U100921,2024-08-25,Female,54,Western
U100922,2024-11-26,Male,56,Eastern
U100923,2025-03-24,Female,46,Western
U100924,2024-12-07,Male,53,Ashanti
U100925,2025-02-23,Male,55,Western
U100926,2025-01-17,Female,56,Greater Accra
U100927,2024-08-17,Male,54,Western
U100928,2024-09-17,Female,52,Western
U100929,2024-08-09,Male,24,Eastern
U100930,2025-01-27,Male,44,Greater Accra
U100931,2025-04-17,Female,45,Greater Accra
U100932,2024-08-17,Female,39,Western
U100933,2024-09-08,Male,31,Eastern
U100934,2024-12-24,Male,24,Western
U100935,2024-08-18,Male,54,Western
U100936,2024-08-31,Male,39,Ashanti
U100937,2025-01-10,Male,22,Ashanti
U100938,2024-12-28,Male,19,Eastern
U100939,2024-10-06,Female,44,Volta
U100940,2025-04-28,Female,38,Ashanti
U100941,2025-03-17,Female,55,Volta
U100942,2025-03-16,Male,32,Greater Accra
U100943,2025-03-30,Male,38,Ashanti
U100944,2025-06-18,Male,27,Ashanti
U100945,2025-04-23,Female,40,Eastern
U100946,2025-04-26,Female,56,Volta
U100947,2025-01-18,Male,22,Ashanti
U100948,2025-03-25,Male,18,Ashanti
U100949,2024-12-14,Female,30,Eastern
U100950,2024-11-27,Female,38,Eastern
U100951,2024-12-05,Female,43,Volta
U100952,2025-06-11,Male,38,Greater Accra
U100953,2024-10-13,Male,35,Greater Accra
U100954,2025-05-01,Male,54,Western
U100955,2025-05-19,Female,49,Ashanti
U100956,2025-04-15,Female,53,Volta
U100957,2025-06-08,Male,34,Ashanti
U100958,2025-02-21,Male,52,Volta
U100959,2024-08-28,Female,28,Volta
U100960,2025-05-18,Male,38,Volta
U100961,2025-05-21,Female,43,Ashanti
U100962,2025-01-25,Female,21,Eastern
U100963,2025-03-06,Male,51,Ashanti
U100964,2024-09-18,Female,35,Volta
U100965,2024-09-03,Male,57,Western
U100966,2025-06-09,Female,52,Greater Accra
U100967,2025-06-05,Female,58,Volta
U100968,2025-04-26,Male,46,Western
U100969,2025-01-26,Female,46,Eastern
U100970,2024-09-04,Male,55,Volta
U100971,2025-01-21,Male,59,Western
U100972,2024-11-26,Female,38,Volta
U100973,2025-04-20,Male,59,Ashanti
U100974,2025-04-05,Male,30,Western
U100975,2025-04-30,Male,58,Ashanti
U100976,2025-05-22,Male,34,Ashanti
U100977,2025-01-25,Male,26,Western
U100978,2025-01-27,Male,58,Greater Accra
U100979,2024-10-26,Female,18,Western
U100980,2024-10-23,Male,19,Greater Accra
U100981,2024-09-22,Female,46,Volta
U100982,2025-06-28,Female,50,Volta
U100983,2025-03-25,Male,27,Western
U100984,2024-11-06,Female,57,Volta
U100985,2024-12-17,Female,38,Eastern
U100986,2024-12-28,Male,45,Ashanti
U100987,2024-10-08,Male,28,Ashanti
U100988,2025-04-26,Male,51,Greater Accra
U100989,2025-04-13,Female,25,Volta
U100990,2024-12-04,Female,39,Greater Accra
U100991,2025-05-31,Male,25,Ashanti
U100992,2025-06-28,Male,32,Ashanti
U100993,2024-12-02,Female,34,Volta
U100994,2025-01-21,Female,40,Eastern
U100995,2025-02-03,Female,41,Eastern
U100996,2024-08-09,Female,36,Volta
U100997,2024-08-23,Male,22,Volta
U100998,2025-01-29,Female,49,Greater Accra
U100999,2024-09-10,Female,18,Volta
U101000,2024-12-12,Female,40,Eastern
U101001,2025-01-30,Female,54,Volta
U101002,2025-01-24,Male,25,Greater Accra
U101003,2025-06-22,Male,30,Greater Accra
U101004,2024-10-03,Female,25,Greater Accra
U101005,2024-11-15,Female,40,Greater Accra
U101006,2025-05-23,Male,18,Western
U101007,2024-12-11,Male,41,Volta
U101008,2025-03-20,Female,52,Ashanti
U101009,2025-03-09,Female,41,Volta
U101010,2024-09-16,Male,34,Western
U101011,2025-02-11,Male,22,Greater Accra
U101012,2024-09-06,Male,37,Western
U101013,2025-01-02,Male,38,Eastern
U101014,2025-06-11,Male,57,Eastern
U101015,2025-05-02,Male,48,Volta
U101016,2025-06-03,Female,53,Volta
U101017,2024-09-08,Male,28,Ashanti
U101018,2024-12-02,Male,32,Ashanti
U101019,2025-03-01,Male,36,Eastern
U101020,2025-04-07,Male,24,Greater Accra
U101021,2024-08-25,Female,45,Western
U101022,2025-06-01,Female,22,Ashanti
U101023,2024-11-23,Male,22,Ashanti
U101024,2025-02-20,Female,47,Greater Accra
U101025,2025-01-24,Female,49,Greater Accra
U101026,2024-12-31,Female,25,Volta
U101027,2025-03-15,Female,27,Western
U101028,2025-01-05,Female,55,Greater Accra
U101029,2024-10-29,Female,49,Ashanti
U101030,2025-03-27,Male,45,Ashanti
U101031,2024-10-31,Male,34,Eastern
U101032,2025-02-26,Male,48,Greater Accra
U101033,2024-09-28,Male,25,Volta
U101034,2025-02-01,Male,57,Western
U101035,2024-12-25,Female,42,Volta
U101036,2024-08-23,Male,26,Ashanti
U101037,2024-12-08,Male,19,Volta
U101038,2024-10-17,Female,32,Ashanti
U101039,2025-06-10,Female,20,Ashanti
U101040,2025-04-24,Male,53,Ashanti
U101041,2025-03-15,Female,21,Ashanti
U101042,2025-01-12,Female,31,Ashanti
U101043,2025-05-29,Female,58,Eastern
U101044,2025-01-14,Female,58,Volta
U101045,2025-03-06,Male,42,Eastern
U101046,2025-05-30,Female,27,Eastern
U101047,2024-12-08,Male,38,Greater Accra
U101048,2025-02-25,Male,53,Greater Accra
U101049,2025-04-24,Female,29,Greater Accra
U101050,2024-10-28,Female,44,Western
U101051,2024-10-04,Female,57,Greater Accra
U101052,2025-04-12,Male,19,Volta
U101053,2025-04-15,Female,30,Eastern
U101054,2024-08-28,Female,49,Volta
U101055,2025-05-12,Female,48,Greater Accra
U101056,2025-05-01,Female,33,Western
U101057,2025-03-08,Female,49,Western
U101058,2025-06-18,Male,49,Eastern
U101059,2025-02-02,Female,51,Volta
U101060,2024-09-11,Female,28,Ashanti
U101061,2025-03-15,Female,27,Volta
U101062,2025-03-17,Male,32,Greater Accra
U101063,2025-01-24,Female,34,Ashanti
U101064,2024-12-02,Male,57,Western
U101065,2025-03-01,Male,35,Eastern
U101066,2024-09-04,Female,26,Eastern
U101067,2025-06-13,Female,42,Western
U101068,2025-01-17,Female,57,Greater Accra
U101069,2024-10-05,Male,31,Western
U101070,2024-11-25,Male,42,Greater Accra
U101071,2025-01-02,Male,39,Ashanti
U101072,2024-08-25,Male,47,Western
U101073,2025-03-18,Male,37,Greater Accra
U101074,2024-09-09,Male,38,Ashanti
U101075,2025-04-21,Female,49,Western
U101076,2025-06-10,Female,38,Eastern
U101077,2025-03-17,Male,52,Western
U101078,2025-05-24,Female,49,Volta
U101079,2025-06-12,Female,47,Western
U101080,2024-12-23,Male,56,Volta
U101081,2024-12-03,Male,29,Ashanti
U101082,2025-02-05,Female,58,Western
U101083,2025-04-05,Male,35,Ashanti
U101084,2025-04-11,Male,38,Ashanti
U101085,2024-08-21,Female,30,Greater Accra
U101086,2024-09-02,Male,38,Ashanti
U101087,2024-10-21,Female,25,Ashanti
U101088,2025-06-11,Female,57,Western
U101089,2024-09-20,Female,24,Western
U101090,2025-03-11,Female,40,Eastern
U101091,2025-05-18,Female,49,Greater Accra
U101092,2025-04-02,Male,28,Ashanti
U101093,2025-06-08,Male,39,Greater Accra
U101094,2024-07-29,Male,39,Volta
U101095,2025-05-19,Male,42,Ashanti
U101096,2024-09-23,Female,39,Greater Accra
U101097,2025-04-11,Female,45,Eastern
U101098,2024-09-24,Male,46,Eastern
U101099,2025-01-20,Female,30,Ashanti
U101100,2025-02-20,Male,35,Volta
U101101,2024-11-19,Male,19,Eastern
U101102,2024-12-27,Male,46,Eastern
U101103,2025-03-25,Female,38,Volta
U101104,2025-03-10,Female,32,Greater Accra
U101105,2025-01-18,Female,44,Eastern
U101106,2024-10-12,Female,48,Western
U101107,2024-10-16,Male,32,Eastern
U101108,2025-04-19,Female,40,Greater Accra
U101109,2024-11-28,Female,41,Greater Accra
U101110,2024-11-22,Female,30,Ashanti
U101111,2025-03-07,Male,39,Western
U101112,2025-06-02,Male,54,Greater Accra
U101113,2025-04-18,Female,50,Volta
U101114,2024-11-24,Female,20,Western
U101115,2025-01-13,Female,36,Western
U101116,2025-05-03,Female,40,Volta
U101117,2024-12-09,Male,46,Eastern
U101118,2024-09-01,Female,47,Volta
U101119,2025-03-12,Female,56,Volta
U101120,2024-08-01,Female,42,Eastern
U101121,2025-03-23,Male,54,Eastern
U101122,2025-02-12,Male,25,Eastern
U101123,2025-01-01,Female,59,Eastern
U101124,2025-06-23,Female,33,Eastern
U101125,2024-09-16,Female,25,Volta
U101126,2025-06-25,Female,18,Ashanti
U101127,2024-11-20,Female,22,Ashanti
U101128,2024-08-22,Male,20,Greater Accra
U101129,2024-12-19,Male,18,Ashanti
U101130,2025-02-27,Male,21,Ashanti
U101131,2024-08-18,Female,57,Volta
U101132,2024-07-29,Male,52,Eastern
U101133,2025-04-28,Male,49,Eastern
U101134,2025-03-03,Male,59,Volta
U101135,2025-06-12,Female,51,Ashanti
U101136,2024-12-15,Female,42,Volta
U101137,2024-09-09,Male,27,Greater Accra
U101138,2025-06-28,Female,38,Eastern
U101139,2024-11-15,Male,56,Western
U101140,2024-08-10,Male,44,Greater Accra
U101141,2024-10-28,Male,44,Greater Accra
U101142,2025-01-12,Male,19,Volta
U101143,2025-04-27,Female,58,Ashanti
U101144,2025-03-15,Female,30,Eastern
U101145,2024-12-29,Female,26,Western
U101146,2025-03-28,Female,53,Greater Accra
U101147,2024-11-29,Male,39,Western
U101148,2025-05-01,Female,59,Ashanti
U101149,2024-12-24,Male,43,Ashanti
U101150,2025-01-02,Female,29,Western
U101151,2024-12-24,Female,34,Eastern
U101152,2025-01-14,Female,31,Ashanti
U101153,2025-02-25,Male,31,Western
U101154,2024-10-19,Male,51,Greater Accra
U101155,2025-04-12,Male,37,Western
U101156,2024-10-04,Male,28,Western
U101157,2025-01-29,Female,33,Volta
U101158,2024-09-21,Male,48,Ashanti
U101159,2024-10-10,Male,23,Eastern
U101160,2025-03-01,Female,36,Eastern
U101161,2024-12-25,Female,54,Volta
U101162,2025-06-21,Male,21,Eastern
U101163,2024-12-15,Female,21,Western
U101164,2025-06-20,Male,37,Volta
U101165,2025-01-07,Female,27,Greater Accra
U101166,2024-09-26,Male,41,Ashanti
U101167,2024-11-18,Male,52,Ashanti
U101168,2025-04-15,Male,43,Ashanti
U101169,2024-09-15,Male,54,Western
U101170,2024-09-19,Male,55,Greater Accra
U101171,2024-08-02,Female,38,Volta
U101172,2024-08-25,Male,57,Volta
U101173,2025-04-06,Male,56,Ashanti
U101174,2024-08-04,Male,38,Greater Accra
U101175,2024-09-22,Male,27,Greater Accra
U101176,2025-05-05,Male,55,Greater Accra
U101177,2025-02-03,Female,21,Eastern
U101178,2025-04-10,Female,37,Eastern
U101179,2025-01-14,Male,34,Ashanti
U101180,2024-09-19,Female,24,Greater Accra
U101181,2024-08-30,Male,21,Greater Accra
U101182,2024-09-20,Female,46,Volta
U101183,2025-04-04,Female,31,Volta
U101184,2025-06-06,Male,20,Ashanti
U101185,2025-01-06,Female,41,Greater Accra
U101186,2025-06-28,Female,54,Ashanti
U101187,2025-01-22,Male,33,Volta
U101188,2025-05-31,Male,21,Volta
U101189,2025-04-25,Female,41,Eastern
U101190,2025-03-20,Female,51,Ashanti
U101191,2025-01-10,Female,47,Ashanti
U101192,2025-03-28,Male,35,Greater Accra
U101193,2024-10-06,Female,36,Greater Accra
U101194,2025-01-21,Female,48,Eastern
U101195,2025-02-11,Female,36,Western
U101196,2025-01-09,Male,36,Western
U101197,2025-02-28,Male,39,Western
U101198,2025-06-12,Male,41,Ashanti
U101199,2025-01-19,Male,29,Ashanti
U101200,2024-12-25,Female,47,Volta
U101201,2024-12-13,Male,55,Ashanti
U101202,2024-10-24,Female,48,Ashanti
U101203,2024-10-09,Female,53,Ashanti
U101204,2025-01-09,Female,36,Eastern
U101205,2025-03-20,Female,53,Ashanti
U101206,2024-07-31,Male,47,Greater Accra
U101207,2025-03-10,Male,50,Greater Accra
U101208,2025-02-07,Male,35,Volta
U101209,2025-06-22,Male,45,Eastern
U101210,2025-05-08,Male,28,Greater Accra
U101211,2024-10-28,Female,50,Eastern
U101212,2025-05-01,Male,34,Eastern
U101213,2025-02-08,Male,23,Volta
U101214,2024-11-10,Male,21,Eastern
U101215,2025-01-04,Male,37,Ashanti
U101216,2025-02-26,Female,44,Eastern
U101217,2025-03-09,Female,32,Volta
U101218,2024-12-18,Female,23,Volta
U101219,2024-08-10,Female,31,Volta
U101220,2024-08-12,Female,28,Greater Accra
U101221,2025-03-06,Male,56,Ashanti
U101222,2025-02-01,Female,26,Greater Accra
U101223,2025-04-28,Female,43,Western
U101224,2024-12-19,Female,33,Ashanti
U101225,2024-09-10,Male,22,Eastern
U101226,2025-03-11,Male,27,Volta
U101227,2025-02-01,Female,20,Western
U101228,2025-04-23,Male,30,Ashanti
U101229,2024-08-29,Male,47,Greater Accra
U101230,2024-09-22,Female,23,Volta
U101231,2025-05-08,Male,34,Greater Accra
U101232,2025-05-09,Male,36,Ashanti
U101233,2025-02-18,Male,59,Ashanti
U101234,2025-06-27,Female,52,Western
U101235,2025-05-16,Female,43,Eastern
U101236,2025-05-27,Female,22,Greater Accra
U101237,2024-11-14,Male,46,Western
U101238,2025-01-25,Female,54,Volta
U101239,2025-02-14,Male,37,Eastern
U101240,2024-08-28,Male,38,Western
U101241,2025-02-17,Male,27,Greater Accra
U101242,2025-03-22,Female,22,Ashanti
U101243,2024-09-01,Female,53,Volta
U101244,2024-11-01,Female,23,Greater Accra
U101245,2025-01-28,Female,43,Eastern
U101246,2025-03-30,Male,21,Eastern
U101247,2025-05-13,Female,56,Ashanti
U101248,2025-04-12,Male,56,Ashanti
U101249,2025-04-14,Female,52,Volta
U101250,2024-08-28,Female,18,Volta
U101251,2025-04-20,Female,41,Ashanti
U101252,2025-04-01,Male,53,Ashanti
U101253,2025-02-23,Male,23,Eastern
U101254,2025-06-03,Male,58,Ashanti
U101255,2025-03-11,Male,48,Western
U101256,2024-11-27,Male,37,Greater Accra
U101257,2025-03-24,Female,41,Ashanti
U101258,2024-08-18,Male,42,Volta
U101259,2024-12-09,Male,53,Western
U101260,2025-02-21,Male,38,Volta
U101261,2025-05-27,Male,47,Western
U101262,2024-08-02,Female,41,Ashanti
U101263,2025-01-27,Male,59,Greater Accra
U101264,2025-01-21,Female,47,Volta
U101265,2025-02-13,Female,39,Western
U101266,2025-01-27,Female,45,Eastern
U101267,2025-03-08,Male,24,Ashanti
U101268,2025-05-09,Female,52,Greater Accra
U101269,2024-12-04,Male,45,Ashanti
U101270,2025-01-08,Male,31,Eastern
U101271,2024-12-13,Male,27,Greater Accra
U101272,2025-06-03,Male,33,Eastern
U101273,2024-11-20,Male,33,Ashanti
U101274,2024-11-18,Female,48,Western
U101275,2024-10-02,Female,59,Ashanti
U101276,2024-08-11,Male,42,Ashanti
U101277,2025-04-24,Female,30,Ashanti
U101278,2025-03-18,Male,23,Volta
U101279,2025-05-16,Female,26,Eastern
U101280,2024-11-24,Female,53,Eastern
U101281,2025-05-07,Female,37,Eastern
U101282,2025-05-29,Female,35,Volta
U101283,2025-03-04,Female,38,Western
U101284,2024-11-07,Male,21,Ashanti
U101285,2024-08-21,Male,50,Western
U101286,2025-03-30,Female,44,Volta
U101287,2025-01-28,Male,24,Eastern
U101288,2025-03-10,Female,23,Ashanti
U101289,2024-10-02,Male,32,Greater Accra
U101290,2025-03-08,Female,35,Greater Accra
U101291,2024-08-18,Female,49,Western
U101292,2025-04-09,Female,28,Eastern
U101293,2024-11-19,Male,37,Greater Accra
U101294,2025-06-08,Male,41,Western
U101295,2025-05-11,Female,32,Volta
U101296,2025-03-28,Female,24,Western
U101297,2024-08-08,Male,38,Western
U101298,2024-11-17,Male,59,Western
U101299,2025-02-02,Male,43,Ashanti
U101300,2024-08-30,Male,31,Western
U101301,2024-09-16,Male,54,Western
U101302,2025-02-10,Female,38,Ashanti
U101303,2024-08-27,Male,35,Ashanti
U101304,2025-06-24,Female,22,Volta
U101305,2025-05-29,Female,20,Eastern
U101306,2024-11-13,Male,40,Greater Accra
U101307,2024-11-03,Male,43,Greater Accra
U101308,2024-09-18,Female,54,Western
U101309,2025-03-25,Male,41,Volta
U101310,2024-11-15,Female,36,Western
U101311,2024-11-12,Male,42,Greater Accra
U101312,2025-06-27,Male,38,Ashanti
U101313,2024-11-05,Male,29,Eastern
U101314,2024-08-03,Female,58,Volta
U101315,2025-05-12,Male,50,Ashanti
U101316,2024-09-10,Female,21,Eastern
U101317,2025-03-20,Male,59,Volta
U101318,2024-10-04,Female,24,Volta
U101319,2025-03-15,Male,39,Greater Accra
U101320,2025-05-11,Female,50,Ashanti
U101321,2024-09-25,Female,34,Volta
U101322,2025-04-10,Female,41,Volta
U101323,2025-01-18,Female,51,Eastern
U101324,2024-12-19,Female,45,Greater Accra
U101325,2025-06-07,Female,58,Western
