user_id,txn_date,txn_amount,channel,txn_type,txn_id
U100920,2025-05-30,869.86,USSD,bill,T005656
U102610,2025-06-29,328.7,Agent,topup,T005657
U102884,2025-05-10,972.39,App,bill,T005658
U101794,2025-06-27,173.74,Agent,bill,T005659
U102581,2025-06-06,52.61,Agent,bill,T005660
U101886,2025-06-10,214.55,USSD,loan,T005661
U100563,2025-05-19,401.63,App,loan,T005662
U101446,2025-06-24,292.77,Agent,loan,T005663
U102781,2025-06-03,465.3,App,loan,T005664
U102269,2025-06-05,627.42,App,topup,T005665
U100083,2025-07-26,44.95,Agent,send,T005666
U100095,2025-06-30,789.21,App,bill,T005667
U100728,2025-07-18,505.11,USSD,loan,T005668
U102441,2025-05-06,58.65,App,bill,T005669
U100351,2025-06-12,322.49,USSD,bill,T005670
U100441,2025-05-16,254.1,Agent,send,T005671
U102314,2025-07-25,699.59,USSD,send,T005672
U102590,2025-05-03,697.59,Agent,send,T005673
U102718,2025-06-18,511.74,App,bill,T005674
U102585,2025-05-24,940.13,Agent,loan,T005675
U100751,2025-06-25,273.62,Agent,topup,T005676
U101981,2025-06-08,857.95,Agent,bill,T005677
U102951,2025-05-28,692.57,USSD,loan,T005678
U101431,2025-06-27,704.07,App,bill,T005679
U102114,2025-07-19,199.18,App,bill,T005680
U100470,2025-07-24,457.18,Agent,loan,T005681
U100636,2025-07-01,743.2,App,topup,T005682
U102672,2025-06-20,217.93,USSD,topup,T005683
U100962,2025-06-03,328.22,USSD,loan,T005684
U101528,2025-06-07,675.84,Agent,loan,T005685
U102038,2025-05-02,444.83,USSD,topup,T005686
U101589,2025-05-11,799.37,USSD,loan,T005687
U101321,2025-05-17,49.04,Agent,send,T005688
U100037,2025-07-17,300.26,Agent,loan,T005689
U102454,2025-05-31,93.06,App,loan,T005690
U101955,2025-06-10,75.94,Agent,topup,T005691
U102088,2025-07-15,30.82,USSD,send,T005692
U102704,2025-05-18,991.29,Agent,send,T005693
U101971,2025-06-03,842.53,USSD,loan,T005694
U102899,2025-05-23,979.37,Agent,loan,T005695
U102738,2025-05-07,273.68,App,send,T005696
U101881,2025-05-20,120.59,App,bill,T005697
U100943,2025-07-02,368.88,USSD,topup,T005698
U100206,2025-06-05,218.81,USSD,topup,T005699
U101584,2025-06-05,930.31,Agent,bill,T005700
U102929,2025-05-14,145.26,USSD,bill,T005701
U102179,2025-07-14,446.04,Agent,loan,T005702
U102005,2025-05-30,207.67,Agent,send,T005703
U101943,2025-05-11,969.62,App,send,T005704
U102708,2025-04-30,499.72,Agent,topup,T005705
U102672,2025-05-30,595.79,USSD,loan,T005706
U101097,2025-07-05,947.34,USSD,send,T005707
U100751,2025-05-01,680.18,App,bill,T005708
U102496,2025-07-08,697.97,Agent,topup,T005709
U102688,2025-05-31,405.48,App,send,T005710
U102347,2025-05-20,395.47,USSD,bill,T005711
U101615,2025-06-14,698.34,USSD,topup,T005712
U102376,2025-06-24,867.62,App,bill,T005713
U100260,2025-07-16,629.92,USSD,loan,T005714
U101642,2025-05-31,218.49,App,send,T005715
U102670,2025-07-26,394.47,USSD,topup,T005716
U102912,2025-05-22,925.66,App,bill,T005717
U102780,2025-06-23,78.14,USSD,send,T005718
U101824,2025-05-06,510.91,Agent,send,T005719
U101230,2025-06-06,839.44,Agent,send,T005720
U100370,2025-05-27,205.28,Agent,bill,T005721
U100800,2025-06-27,873.77,Agent,loan,T005722
U102587,2025-05-20,993.61,Agent,topup,T005723
U102475,2025-06-20,416.2,App,loan,T005724
U102574,2025-05-21,886.95,Agent,bill,T005725
U102378,2025-05-09,749.55,USSD,loan,T005726
U101887,2025-06-23,469.34,App,bill,T005727
U101476,2025-05-26,298.9,Agent,send,T005728
U101942,2025-07-08,90.08,App,loan,T005729
U102494,2025-06-28,765.81,App,bill,T005730
U101197,2025-07-24,704.1,App,loan,T005731
U100038,2025-07-17,50.58,App,topup,T005732
U100888,2025-07-22,776.15,App,topup,T005733
U100527,2025-07-04,391.7,Agent,topup,T005734
U101929,2025-05-07,815.56,USSD,send,T005735
U100641,2025-06-24,65.27,USSD,bill,T005736
U100310,2025-07-25,360.35,USSD,send,T005737
U102839,2025-07-01,136.27,Agent,send,T005738
U102155,2025-06-09,266.65,Agent,bill,T005739
U100258,2025-07-05,722.71,USSD,loan,T005740
U100348,2025-07-12,473.45,Agent,bill,T005741
U101376,2025-06-11,558.42,App,topup,T005742
U100901,2025-05-30,693.03,USSD,topup,T005743
U102829,2025-07-17,547.25,Agent,loan,T005744
U102736,2025-05-31,26.81,USSD,topup,T005745
U100023,2025-05-19,784.05,App,topup,T005746
U102240,2025-05-19,778.47,Agent,topup,T005747
U102491,2025-05-04,928.46,App,bill,T005748
U100588,2025-07-16,543.62,USSD,loan,T005749
U100425,2025-06-16,375.19,App,bill,T005750
U102451,2025-06-17,649.27,USSD,loan,T005751
U100641,2025-05-04,411.13,Agent,bill,T005752
U102043,2025-05-26,266.82,USSD,bill,T005753
U101314,2025-06-09,34.79,Agent,topup,T005754
U102129,2025-05-11,246.14,App,send,T005755
U102255,2025-05-12,949.24,Agent,send,T005756
U102155,2025-06-12,546.78,Agent,loan,T005757
U101294,2025-05-16,403.72,USSD,bill,T005758
U100104,2025-06-27,747.43,USSD,send,T005759
U102664,2025-05-31,12.97,Agent,send,T005760
U100445,2025-06-26,2.51,Agent,loan,T005761
U101992,2025-06-06,594.95,USSD,bill,T005762
U102046,2025-05-22,435.81,Agent,topup,T005763
U101829,2025-06-24,531.86,Agent,loan,T005764
U101543,2025-05-02,194.67,USSD,bill,T005765
U101591,2025-05-27,763.03,App,topup,T005766
U100958,2025-05-01,301.05,USSD,loan,T005767
U101132,2025-07-01,744.01,USSD,topup,T005768
U100813,2025-07-15,952.72,Agent,topup,T005769
U100639,2025-07-22,793.42,Agent,loan,T005770
U100697,2025-06-24,502.5,Agent,send,T005771
U101412,2025-04-30,1.52,App,loan,T005772
U101188,2025-07-27,207.53,Agent,loan,T005773
U101003,2025-06-13,289.01,USSD,send,T005774
U101323,2025-05-27,963.67,App,bill,T005775
U100035,2025-05-12,320.17,Agent,send,T005776
U101034,2025-07-20,473.76,USSD,send,T005777
U102557,2025-06-08,478.72,Agent,loan,T005778
U100671,2025-05-03,595.58,USSD,bill,T005779
U102406,2025-07-25,487.33,App,loan,T005780
U101546,2025-06-20,17.06,Agent,bill,T005781
U102378,2025-07-28,115.74,Agent,send,T005782
U101798,2025-06-20,751.62,USSD,topup,T005783
U101592,2025-05-03,436.4,App,loan,T005784
U102644,2025-06-01,529.19,USSD,loan,T005785
U101226,2025-07-01,506.46,Agent,bill,T005786
U102681,2025-05-01,872.22,USSD,send,T005787
U101002,2025-05-06,114.12,Agent,bill,T005788
U101074,2025-06-14,264.68,Agent,loan,T005789
U100264,2025-05-09,918.9,App,bill,T005790
U100741,2025-07-19,339.61,USSD,loan,T005791
U101952,2025-07-16,483.89,App,loan,T005792
U102622,2025-06-09,158.65,App,topup,T005793
U102079,2025-07-09,274.89,USSD,loan,T005794
U101512,2025-05-29,384.1,App,send,T005795
U102245,2025-05-26,756.2,Agent,loan,T005796
U101360,2025-05-30,373.94,Agent,topup,T005797
U100519,2025-07-12,730.74,Agent,send,T005798
U102618,2025-06-02,779.19,App,bill,T005799
U102413,2025-06-07,13.28,USSD,bill,T005800
U100464,2025-05-07,438.71,USSD,bill,T005801
U102254,2025-06-23,364.96,App,bill,T005802
U102987,2025-07-14,567.71,Agent,topup,T005803
U101135,2025-05-30,303.61,App,bill,T005804
U101674,2025-06-16,126.56,Agent,loan,T005805
U100422,2025-06-28,980.69,App,topup,T005806
U101011,2025-05-04,937.8,App,loan,T005807
U101377,2025-06-07,237.51,USSD,topup,T005808
U102923,2025-05-28,369.06,USSD,bill,T005809
U102397,2025-07-06,670.88,App,loan,T005810
U100640,2025-06-13,504.27,Agent,send,T005811
U102434,2025-06-16,403.94,App,loan,T005812
U102294,2025-07-21,489.31,Agent,bill,T005813
U102592,2025-07-01,471.22,Agent,topup,T005814
U102873,2025-07-27,786.98,App,loan,T005815
U101740,2025-05-11,248.3,Agent,loan,T005816
U101866,2025-07-20,220.27,Agent,topup,T005817
U101791,2025-06-05,845.7,USSD,send,T005818
U102331,2025-06-28,500.02,Agent,loan,T005819
U102061,2025-05-09,810.6,USSD,send,T005820
U100226,2025-05-02,686.43,USSD,bill,T005821
U101490,2025-05-21,662.1,USSD,topup,T005822
U102460,2025-05-04,400.33,Agent,send,T005823
U102810,2025-07-19,82.61,USSD,topup,T005824
U102910,2025-05-01,182.78,App,loan,T005825
U101456,2025-05-13,148.57,Agent,topup,T005826
U101415,2025-05-10,290.36,App,send,T005827
U101362,2025-05-31,621.53,Agent,send,T005828
U101438,2025-07-22,425.93,App,send,T005829
U101879,2025-07-05,442.63,App,loan,T005830
U100674,2025-07-09,278.68,Agent,bill,T005831
U102267,2025-06-11,91.47,Agent,loan,T005832
U102746,2025-05-21,35.26,Agent,bill,T005833
U100029,2025-05-16,495.35,Agent,bill,T005834
U100821,2025-05-08,690.99,App,bill,T005835
U100801,2025-05-18,741.91,USSD,loan,T005836
U100581,2025-07-09,437.94,App,bill,T005837
U100136,2025-07-26,769.65,Agent,send,T005838
U101430,2025-07-17,82.99,App,send,T005839
U101674,2025-06-04,606.4,USSD,topup,T005840
U100265,2025-07-18,779.7,Agent,send,T005841
U101300,2025-07-26,388.74,App,loan,T005842
U100115,2025-06-21,828.12,App,loan,T005843
U102132,2025-04-30,936.93,App,loan,T005844
U102331,2025-07-05,877.54,Agent,topup,T005845
U100457,2025-07-23,289.5,Agent,topup,T005846
U101270,2025-05-05,85.39,USSD,send,T005847
U101963,2025-05-25,242.09,USSD,topup,T005848
U102319,2025-07-24,36.3,Agent,bill,T005849
U102173,2025-07-15,216.54,USSD,bill,T005850
U102799,2025-05-04,921.41,App,loan,T005851
U102113,2025-05-10,928.94,USSD,loan,T005852
U100663,2025-05-04,199.75,USSD,loan,T005853
U101376,2025-05-29,667.04,App,loan,T005854
U101944,2025-05-07,481.27,USSD,bill,T005855
U101838,2025-05-25,784.88,Agent,bill,T005856
U101190,2025-05-31,101.38,App,bill,T005857
U102616,2025-07-05,669.42,USSD,loan,T005858
U102699,2025-06-28,131.71,App,bill,T005859
U100160,2025-07-15,179.66,Agent,send,T005860
U100105,2025-07-17,628.55,USSD,bill,T005861
U102165,2025-06-05,448.11,App,bill,T005862
U101984,2025-05-26,504.35,USSD,loan,T005863
U102577,2025-07-06,149.83,Agent,send,T005864
U100626,2025-05-16,288.84,App,send,T005865
U101172,2025-07-28,86.56,App,loan,T005866
U101240,2025-05-13,580.27,App,loan,T005867
U101552,2025-06-25,14.76,Agent,send,T005868
U101753,2025-06-13,766.76,App,send,T005869
U101406,2025-05-11,635.58,Agent,loan,T005870
U101788,2025-05-12,90.24,Agent,bill,T005871
U100068,2025-05-31,704.92,USSD,bill,T005872
U100184,2025-07-22,43.05,USSD,bill,T005873
U102260,2025-05-14,301.57,Agent,topup,T005874
U100532,2025-07-12,626.57,App,loan,T005875
U102337,2025-06-25,623.35,App,loan,T005876
U101270,2025-07-25,607.38,USSD,topup,T005877
U101360,2025-07-21,437.66,USSD,send,T005878
U102776,2025-07-25,226.04,Agent,loan,T005879
U100864,2025-06-09,562.86,USSD,bill,T005880
U101995,2025-06-30,140.96,App,bill,T005881
U101486,2025-06-12,325.88,Agent,send,T005882
U101984,2025-07-03,39.34,Agent,topup,T005883
U100965,2025-05-11,350.13,USSD,topup,T005884
U101067,2025-06-19,272.87,Agent,loan,T005885
U101644,2025-06-20,702.65,Agent,send,T005886
U100166,2025-05-23,729.9,USSD,bill,T005887
U100867,2025-06-25,592.11,Agent,send,T005888
U101119,2025-06-15,701.77,Agent,loan,T005889
U102030,2025-07-03,632.33,USSD,send,T005890
U101235,2025-06-16,11.24,Agent,loan,T005891
U100448,2025-05-27,739.0,App,loan,T005892
U100863,2025-05-31,74.44,App,send,T005893
U101630,2025-07-14,969.66,Agent,send,T005894
U100912,2025-07-09,893.42,App,bill,T005895
U101555,2025-06-15,603.14,Agent,topup,T005896
U102250,2025-05-21,96.83,App,send,T005897
U101560,2025-05-08,253.13,USSD,loan,T005898
U101577,2025-05-25,995.33,USSD,loan,T005899
U100948,2025-07-13,112.59,USSD,topup,T005900
U101727,2025-05-28,108.9,USSD,loan,T005901
U102430,2025-07-08,501.08,USSD,topup,T005902
U100662,2025-05-08,786.85,Agent,bill,T005903
U102040,2025-06-03,791.99,Agent,bill,T005904
U102000,2025-06-23,280.82,App,send,T005905
U102584,2025-07-20,564.5,Agent,loan,T005906
U100490,2025-07-23,466.78,App,topup,T005907
U100366,2025-05-23,758.69,USSD,send,T005908
U101737,2025-07-03,37.79,USSD,topup,T005909
U101567,2025-07-01,937.88,App,bill,T005910
U101034,2025-07-10,448.35,USSD,bill,T005911
U100151,2025-07-22,848.32,USSD,send,T005912
U101515,2025-05-19,186.17,USSD,bill,T005913
U101413,2025-07-06,682.5,Agent,topup,T005914
U102455,2025-05-07,903.02,USSD,bill,T005915
U102983,2025-05-07,986.04,USSD,send,T005916
U102702,2025-06-17,673.49,Agent,send,T005917
U100897,2025-05-05,932.09,USSD,send,T005918
U101041,2025-05-20,595.34,USSD,loan,T005919
U100553,2025-05-01,21.9,App,topup,T005920
U101819,2025-07-04,247.28,USSD,bill,T005921
U100674,2025-05-20,313.15,App,loan,T005922
U102744,2025-06-14,417.48,Agent,loan,T005923
U101152,2025-07-18,660.24,App,bill,T005924
U101788,2025-06-06,262.27,USSD,send,T005925
U100697,2025-05-18,435.9,App,topup,T005926
U101443,2025-06-16,192.09,App,bill,T005927
U101446,2025-05-10,342.15,App,topup,T005928
U100587,2025-06-02,817.44,USSD,topup,T005929
U100361,2025-05-20,208.61,USSD,send,T005930
U102817,2025-07-18,360.73,App,send,T005931
U102357,2025-06-26,667.35,USSD,topup,T005932
U102574,2025-07-12,362.67,App,loan,T005933
U101389,2025-06-20,7.62,USSD,send,T005934
U102091,2025-06-18,904.83,Agent,topup,T005935
U102855,2025-07-22,14.23,App,loan,T005936
U100294,2025-05-30,152.15,App,topup,T005937
U101256,2025-07-12,33.59,Agent,topup,T005938
U102689,2025-05-30,618.68,USSD,send,T005939
U101016,2025-07-07,152.29,USSD,topup,T005940
U101848,2025-06-13,248.21,App,loan,T005941
U100513,2025-07-02,449.38,Agent,loan,T005942
U101798,2025-05-14,292.13,Agent,bill,T005943
U102075,2025-07-21,793.7,App,bill,T005944
U101576,2025-06-17,537.89,USSD,loan,T005945
U101205,2025-05-10,583.99,App,bill,T005946
U101099,2025-07-27,607.49,App,send,T005947
U100824,2025-05-12,417.66,USSD,loan,T005948
U100643,2025-05-21,988.2,Agent,loan,T005949
U101674,2025-07-28,505.13,Agent,send,T005950
U102812,2025-06-04,331.0,USSD,loan,T005951
U101798,2025-06-06,646.52,App,topup,T005952
U100130,2025-06-12,192.2,USSD,send,T005953
U102921,2025-07-23,711.53,App,send,T005954
U101981,2025-06-29,450.73,App,bill,T005955
U100996,2025-06-18,303.1,App,topup,T005956
U100775,2025-05-19,200.51,Agent,bill,T005957
U102722,2025-07-14,941.46,Agent,send,T005958
U102097,2025-06-07,16.71,USSD,loan,T005959
U101145,2025-05-18,541.01,App,topup,T005960
U101022,2025-05-06,423.95,Agent,send,T005961
U100488,2025-05-26,871.43,App,bill,T005962
U100794,2025-06-10,72.89,USSD,bill,T005963
U102736,2025-05-15,894.2,Agent,loan,T005964
U102228,2025-07-05,909.18,USSD,loan,T005965
U101007,2025-05-29,260.83,App,bill,T005966
U102374,2025-07-23,803.66,App,loan,T005967
U101746,2025-06-25,13.3,USSD,topup,T005968
U100965,2025-07-01,716.01,USSD,send,T005969
U101186,2025-05-09,397.78,App,loan,T005970
U102674,2025-05-14,175.41,App,bill,T005971
U102025,2025-06-13,552.64,Agent,topup,T005972
U100592,2025-07-24,933.17,USSD,send,T005973
U102614,2025-05-10,782.04,Agent,topup,T005974
U101745,2025-07-11,961.71,App,topup,T005975
U101381,2025-05-10,44.07,USSD,topup,T005976
U100266,2025-05-23,61.29,USSD,send,T005977
U100316,2025-05-01,323.76,USSD,loan,T005978
U102668,2025-07-25,18.64,App,send,T005979
U100152,2025-06-13,564.77,Agent,loan,T005980
U102631,2025-05-18,354.46,USSD,loan,T005981
U101713,2025-05-25,932.85,App,topup,T005982
U101715,2025-05-02,552.79,USSD,topup,T005983
U100465,2025-06-15,291.62,USSD,topup,T005984
U101929,2025-07-03,985.65,App,loan,T005985
U100338,2025-06-20,923.61,App,send,T005986
U100798,2025-06-12,619.5,Agent,topup,T005987
U100107,2025-06-03,913.5,USSD,loan,T005988
U100725,2025-05-25,398.41,App,loan,T005989
U100029,2025-05-11,632.86,Agent,bill,T005990
U102017,2025-07-28,286.13,USSD,loan,T005991
U102554,2025-06-22,523.91,Agent,topup,T005992
U100258,2025-05-08,231.81,USSD,topup,T005993
U102182,2025-06-03,118.09,USSD,topup,T005994
U100625,2025-06-10,596.46,App,topup,T005995
U100553,2025-05-20,575.32,Agent,topup,T005996
U101343,2025-05-14,256.67,App,bill,T005997
U102427,2025-06-07,671.1,Agent,topup,T005998
U102255,2025-06-17,684.25,USSD,loan,T005999
U101506,2025-06-10,292.35,Agent,send,T006000
U102072,2025-06-18,537.47,USSD,bill,T006001
U102458,2025-06-01,269.0,Agent,send,T006002
U100235,2025-05-05,476.08,Agent,topup,T006003
U101104,2025-06-11,753.77,App,loan,T006004
U101683,2025-05-26,987.0,Agent,topup,T006005
U101958,2025-06-04,842.43,USSD,bill,T006006
U102655,2025-05-09,18.05,USSD,topup,T006007
U102210,2025-05-04,493.34,App,send,T006008
U102047,2025-07-01,747.93,App,send,T006009
U102997,2025-06-06,189.1,USSD,topup,T006010
U100389,2025-07-10,630.52,App,topup,T006011
U101485,2025-06-10,991.39,Agent,send,T006012
U101158,2025-05-18,193.75,App,send,T006013
U101535,2025-05-28,673.66,Agent,loan,T006014
U101083,2025-05-18,19.37,App,send,T006015
U101279,2025-06-08,406.3,App,topup,T006016
U100855,2025-05-17,327.55,App,loan,T006017
U100681,2025-06-26,986.23,USSD,send,T006018
U102812,2025-05-26,567.48,App,loan,T006019
U101131,2025-06-20,131.32,USSD,loan,T006020
U100928,2025-06-27,231.87,USSD,send,T006021
U101199,2025-06-16,53.43,Agent,topup,T006022
U100779,2025-06-19,106.3,App,loan,T006023
U100351,2025-06-11,691.41,App,bill,T006024
U101296,2025-05-10,465.65,Agent,bill,T006025
U100189,2025-07-05,335.11,App,bill,T006026
U100118,2025-05-04,554.53,Agent,send,T006027
U100023,2025-07-01,841.66,USSD,loan,T006028
U101806,2025-05-24,798.13,App,bill,T006029
U100644,2025-05-10,802.77,App,bill,T006030
U102449,2025-05-21,369.71,USSD,loan,T006031
U100977,2025-05-11,362.15,USSD,send,T006032
U100982,2025-05-05,652.51,App,topup,T006033
U102885,2025-07-25,186.53,Agent,loan,T006034
U101961,2025-05-03,994.25,App,loan,T006035
U101696,2025-06-24,327.21,USSD,send,T006036
U100690,2025-05-25,295.56,App,topup,T006037
U101500,2025-05-23,883.74,USSD,loan,T006038
U101177,2025-05-06,82.07,USSD,send,T006039
U101504,2025-06-20,471.35,USSD,bill,T006040
U100784,2025-05-09,152.01,Agent,loan,T006041
U102794,2025-05-26,624.42,Agent,loan,T006042
U102843,2025-05-21,792.59,USSD,topup,T006043
U101612,2025-07-24,985.04,USSD,loan,T006044
U102140,2025-06-29,624.82,Agent,send,T006045
U101642,2025-07-06,815.86,Agent,topup,T006046
U100404,2025-07-08,477.87,App,bill,T006047
U100464,2025-06-08,94.52,USSD,topup,T006048
U102962,2025-06-07,263.83,App,bill,T006049
U102874,2025-06-07,806.16,USSD,bill,T006050
U101250,2025-05-09,966.19,USSD,topup,T006051
U100304,2025-05-21,915.39,App,loan,T006052
U100304,2025-07-10,923.17,USSD,bill,T006053
U100378,2025-07-19,573.79,App,loan,T006054
U101647,2025-07-24,597.51,USSD,bill,T006055
U102681,2025-07-06,54.45,USSD,loan,T006056
U100020,2025-05-26,192.86,App,send,T006057
U102660,2025-06-17,980.49,App,loan,T006058
U101651,2025-05-19,883.05,App,loan,T006059
U100118,2025-05-16,387.57,App,send,T006060
U100464,2025-07-15,104.43,App,loan,T006061
U100873,2025-05-19,532.73,App,send,T006062
U101863,2025-06-02,163.17,App,bill,T006063
U101925,2025-06-30,587.54,USSD,loan,T006064
U101063,2025-05-27,13.2,App,send,T006065
U102726,2025-07-07,774.82,Agent,bill,T006066
U101190,2025-06-26,855.93,USSD,send,T006067
U102906,2025-05-27,894.45,USSD,topup,T006068
U101191,2025-07-10,76.05,USSD,bill,T006069
U100842,2025-04-30,271.96,Agent,topup,T006070
U101240,2025-05-09,960.43,Agent,send,T006071
U100500,2025-05-17,254.23,USSD,bill,T006072
U101194,2025-06-17,659.22,USSD,topup,T006073
U101125,2025-07-27,909.66,Agent,topup,T006074
U100519,2025-07-07,229.6,App,loan,T006075
U101203,2025-06-29,127.17,App,send,T006076
U101731,2025-06-15,920.64,USSD,loan,T006077
U100224,2025-07-10,225.09,Agent,bill,T006078
U100400,2025-05-29,628.29,USSD,topup,T006079
U100975,2025-07-21,279.8,Agent,loan,T006080
U101601,2025-07-27,319.28,App,loan,T006081
U101174,2025-07-05,425.26,USSD,topup,T006082
U100956,2025-05-23,99.45,USSD,bill,T006083
U102377,2025-05-16,792.72,App,loan,T006084
U100138,2025-05-30,779.35,Agent,bill,T006085
U100423,2025-07-05,97.03,App,loan,T006086
U102675,2025-05-06,105.12,App,bill,T006087
U102624,2025-05-16,425.87,App,send,T006088
U102800,2025-05-18,12.87,USSD,send,T006089
U102617,2025-06-01,484.05,USSD,bill,T006090
U101854,2025-07-26,747.94,App,send,T006091
U102283,2025-06-13,800.93,Agent,topup,T006092
U100056,2025-05-13,275.02,Agent,bill,T006093
U102596,2025-05-01,858.81,USSD,bill,T006094
U102000,2025-07-03,307.14,USSD,topup,T006095
U100975,2025-06-15,268.2,App,bill,T006096
U102680,2025-06-10,829.95,Agent,loan,T006097
U101018,2025-06-01,432.59,Agent,loan,T006098
U100141,2025-05-02,94.69,USSD,bill,T006099
U100639,2025-05-17,836.27,USSD,topup,T006100
U100313,2025-05-25,666.1,Agent,loan,T006101
U101309,2025-07-24,49.73,App,topup,T006102
U101940,2025-05-07,19.52,Agent,send,T006103
U102123,2025-05-16,328.15,USSD,loan,T006104
U101100,2025-07-04,644.62,Agent,bill,T006105
U100692,2025-07-12,565.09,USSD,bill,T006106
U100133,2025-07-21,599.36,USSD,topup,T006107
U102056,2025-04-30,68.35,USSD,loan,T006108
U102989,2025-06-26,154.17,USSD,send,T006109
U101624,2025-06-03,946.38,Agent,topup,T006110
U101179,2025-06-15,77.89,Agent,send,T006111
U100370,2025-06-25,597.23,USSD,send,T006112
U102826,2025-04-30,721.34,Agent,loan,T006113
U100727,2025-06-16,739.93,Agent,send,T006114
U102091,2025-07-23,977.1,Agent,send,T006115
U101612,2025-05-24,502.8,App,send,T006116
U100502,2025-06-14,150.94,Agent,send,T006117
U101885,2025-05-10,936.61,USSD,topup,T006118
U102270,2025-05-04,149.37,App,topup,T006119
U100988,2025-07-18,955.62,App,bill,T006120
U101598,2025-05-01,486.56,App,bill,T006121
U100009,2025-06-24,824.74,Agent,topup,T006122
U102126,2025-07-05,851.46,USSD,send,T006123
U101739,2025-05-28,175.69,USSD,send,T006124
U101069,2025-07-20,92.84,USSD,topup,T006125
U102034,2025-05-22,653.06,USSD,topup,T006126
U100589,2025-06-19,202.35,Agent,loan,T006127
U100952,2025-06-17,699.84,USSD,topup,T006128
U100414,2025-05-16,676.56,USSD,topup,T006129
U100048,2025-07-12,609.59,App,send,T006130
U101799,2025-05-14,594.32,USSD,bill,T006131
U100458,2025-07-14,370.25,Agent,loan,T006132
U100268,2025-05-09,618.0,Agent,bill,T006133
U100587,2025-05-09,343.04,Agent,bill,T006134
U102320,2025-05-29,136.81,USSD,topup,T006135
U102625,2025-07-17,806.93,App,bill,T006136
U101470,2025-07-10,689.4,Agent,loan,T006137
U102024,2025-06-01,608.19,Agent,topup,T006138
U101619,2025-06-12,296.09,App,loan,T006139
U100863,2025-06-16,460.87,USSD,loan,T006140
U100610,2025-07-10,223.3,Agent,send,T006141
U101729,2025-06-03,960.93,App,topup,T006142
U102387,2025-06-21,149.44,App,bill,T006143
U100424,2025-05-24,102.88,Agent,send,T006144
U100980,2025-07-03,655.95,App,send,T006145
U100120,2025-06-16,475.95,App,bill,T006146
U102770,2025-05-24,45.31,USSD,loan,T006147
U102362,2025-06-04,279.64,Agent,bill,T006148
U102914,2025-06-13,731.97,App,topup,T006149
U100864,2025-05-01,140.29,Agent,topup,T006150
U100742,2025-07-19,228.92,App,send,T006151
U102284,2025-06-03,484.61,App,bill,T006152
U102883,2025-05-29,860.25,USSD,send,T006153
U102947,2025-07-07,575.95,App,send,T006154
U101018,2025-06-01,480.56,Agent,bill,T006155
U102301,2025-07-25,878.1,Agent,topup,T006156
U101964,2025-06-19,618.35,App,topup,T006157
U100457,2025-07-14,424.83,Agent,topup,T006158
U100575,2025-07-03,376.41,App,send,T006159
U102528,2025-07-22,995.52,Agent,topup,T006160
U101828,2025-07-22,68.54,App,topup,T006161
U100305,2025-07-26,925.48,Agent,bill,T006162
U101105,2025-07-20,714.65,Agent,topup,T006163
U102213,2025-06-26,4.11,USSD,bill,T006164
U102662,2025-06-16,438.23,Agent,topup,T006165
U102227,2025-05-10,124.18,App,topup,T006166
U101824,2025-05-26,62.14,USSD,bill,T006167
U101620,2025-07-05,169.88,USSD,bill,T006168
U101263,2025-06-19,32.14,USSD,send,T006169
U100063,2025-07-09,321.55,App,bill,T006170
U101318,2025-07-01,650.36,Agent,topup,T006171
U100837,2025-05-02,917.3,Agent,send,T006172
U102732,2025-05-14,125.19,Agent,send,T006173
U102735,2025-06-08,555.85,App,topup,T006174
U102119,2025-07-22,992.44,App,topup,T006175
U102986,2025-05-21,910.79,USSD,loan,T006176
U101971,2025-07-03,591.97,Agent,topup,T006177
U101395,2025-05-13,515.93,Agent,bill,T006178
U100897,2025-06-03,465.03,USSD,loan,T006179
U101207,2025-06-17,101.21,App,topup,T006180
U100136,2025-05-03,446.8,App,loan,T006181
U101683,2025-05-23,416.68,USSD,send,T006182
U102640,2025-06-25,890.28,Agent,loan,T006183
U100873,2025-07-10,765.79,App,send,T006184
U100409,2025-07-06,573.5,App,loan,T006185
U102854,2025-06-10,94.21,App,bill,T006186
U101380,2025-06-03,743.82,App,topup,T006187
U102007,2025-05-20,206.36,App,topup,T006188
U101047,2025-07-11,685.49,App,loan,T006189
U102018,2025-05-08,623.15,USSD,send,T006190
U100880,2025-05-18,486.16,Agent,topup,T006191
U100112,2025-07-28,414.75,Agent,topup,T006192
U100208,2025-06-05,896.26,USSD,bill,T006193
U102119,2025-07-01,130.46,USSD,topup,T006194
U100395,2025-05-10,391.76,USSD,loan,T006195
U102837,2025-05-26,299.27,USSD,loan,T006196
U102289,2025-07-24,270.75,USSD,topup,T006197
U100603,2025-06-29,360.83,USSD,send,T006198
U101739,2025-07-04,945.08,App,send,T006199
U101373,2025-06-21,716.79,App,loan,T006200
U101806,2025-07-26,624.65,App,topup,T006201
U100099,2025-07-27,814.63,App,send,T006202
U102545,2025-06-12,346.24,Agent,send,T006203
U100959,2025-07-24,314.46,Agent,bill,T006204
U100045,2025-06-20,920.47,Agent,send,T006205
U102328,2025-05-16,604.89,USSD,bill,T006206
U101137,2025-05-25,322.51,USSD,loan,T006207
U102855,2025-07-27,719.56,App,loan,T006208
U101079,2025-07-04,295.13,App,send,T006209
U101288,2025-06-02,261.04,Agent,bill,T006210
U100347,2025-07-25,973.77,USSD,bill,T006211
